project_id,project_name,label_id,label_name,shape_type,annotation_count
272718,ImageSafari_Maize,5255176,Fruit_cob,polygon,1179
272718,ImageSafari_Maize,5256592,Flower_silk,polygon,696
272718,ImageSafari_Maize,5255173,leaf,rectangle,2
263773,Image_Safari_Sorghum,5160836,Discard,polygon,63
263773,Image_Safari_Sorghum,5182855,Fruit_grain,polygon,101655
263773,Image_Safari_Sorghum,5182851,Flower_panicle,polygon,128
263773,Image_Safari_Sorghum,5017929,Plant_sorghum,polygon,1827
263773,Image_Safari_Sorghum,5017931,Weed_broadleafed,polygon,19810
263773,Image_Safari_Sorghum,5130048,Stem_main,polygon,34
263773,Image_Safari_Sorghum,5130050,Stem_Tiller,polygon,53
263773,Image_Safari_Sorghum,5017942,Weed_narrowleafed,polygon,4939
263773,Image_Safari_Sorghum,5017929,Plant_sorghum,rectangle,1
252495,ImageSafari Pre-annotation experiment,4797689,leaf,polygon,108
252495,ImageSafari Pre-annotation experiment,4797690,stem,polygon,17
252495,ImageSafari Pre-annotation experiment,4797693,weed,polygon,2
232685,Artemis - Climbing beans,4374017,beanplant,rectangle,16937
223989,Image Safari: Common bean disease identification test,4239966,BCMV,ellipse,3
223989,Image Safari: Common bean disease identification test,4239964,ALS,ellipse,217
223989,Image Safari: Common bean disease identification test,4239965,ANT,ellipse,41
223989,Image Safari: Common bean disease identification test,4239963,CBBB,ellipse,20
223989,Image Safari: Common bean disease identification test,4239964,ALS,polygon,384
223989,Image Safari: Common bean disease identification test,4239965,ANT,polygon,56
223989,Image Safari: Common bean disease identification test,4239963,CBBB,polygon,48
223989,Image Safari: Common bean disease identification test,4239967,Rust,polygon,8
223989,Image Safari: Common bean disease identification test,4239966,BCMV,polygon,6
223989,Image Safari: Common bean disease identification test,4239967,Rust,ellipse,1
223989,Image Safari: Common bean disease identification test,4239963,CBBB,rectangle,115
223989,Image Safari: Common bean disease identification test,4239966,BCMV,rectangle,12
223989,Image Safari: Common bean disease identification test,4239964,ALS,rectangle,387
223989,Image Safari: Common bean disease identification test,4239965,ANT,rectangle,74
223989,Image Safari: Common bean disease identification test,4239967,Rust,rectangle,7
218385,Image Safari: single-pass annotation,4135930,leaf,polygon,318782
218385,Image Safari: single-pass annotation,4135933,fruit/pod,polygon,50814
218385,Image Safari: single-pass annotation,4135931,stem,polygon,121375
218385,Image Safari: single-pass annotation,4135934,weed,polygon,91410
218385,Image Safari: single-pass annotation,4135935,flower bud,polygon,4081
218385,Image Safari: single-pass annotation,4135932,flower,polygon,1779
218385,Image Safari: single-pass annotation,4294670,DISCARD IMAGE,rectangle,5
218385,Image Safari: single-pass annotation,4294670,DISCARD IMAGE,polygon,4
218385,Image Safari: single-pass annotation,4135931,stem,polyline,1
218385,Image Safari: single-pass annotation,4135931,stem,mask,12
218385,Image Safari: single-pass annotation,4135930,leaf,mask,10
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104922,leaf,mask,71751
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104926,flower bud,mask,607
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104923,stem,mask,15342
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104924,flower,mask,1325
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104923,stem,polygon,2084
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104922,leaf,polygon,605
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104926,flower bud,polygon,19
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104924,flower,polygon,33
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104925,fruit,mask,68
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104925,fruit,polygon,14
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104922,leaf,polyline,1
216409,Image Safari: 2-pass annotation stage 2 - only crops,4104923,stem,polyline,2
214886,Image Safari: 2-pass annotation stage 2 - only weeds,4077715,weed,mask,6477
214886,Image Safari: 2-pass annotation stage 2 - only weeds,4077715,weed,polygon,155
214886,Image Safari: 2-pass annotation stage 2 - only weeds,4077715,weed,polyline,9
205789,Image Safari: 2-pass annotation stage 2,3858430,stem,mask,9867
205789,Image Safari: 2-pass annotation stage 2,3858432,fruit,mask,438
205789,Image Safari: 2-pass annotation stage 2,3858429,leaf,mask,21646
205789,Image Safari: 2-pass annotation stage 2,3858430,stem,polygon,1396
205789,Image Safari: 2-pass annotation stage 2,3858431,flower,mask,795
205789,Image Safari: 2-pass annotation stage 2,3858429,leaf,polygon,892
205789,Image Safari: 2-pass annotation stage 2,3858431,flower,polygon,62
205789,Image Safari: 2-pass annotation stage 2,3860137,flower bud,mask,2336
205789,Image Safari: 2-pass annotation stage 2,3860137,flower bud,polygon,92
205789,Image Safari: 2-pass annotation stage 2,3858433,weed,mask,887
205789,Image Safari: 2-pass annotation stage 2,3858429,leaf,polyline,31
205789,Image Safari: 2-pass annotation stage 2,3858430,stem,polyline,106
205789,Image Safari: 2-pass annotation stage 2,3858433,weed,polygon,33
205789,Image Safari: 2-pass annotation stage 2,3858432,fruit,polygon,43
201743,Image Safari: 2-pass annotation stage 1,4029910,Foreground weed,polygon,566
201743,Image Safari: 2-pass annotation stage 1,3747260,Foreground crop,polygon,650
201743,Image Safari: 2-pass annotation stage 1,3747261,Plant part,polygon,1215
201743,Image Safari: 2-pass annotation stage 1,4030708,DISCARD IMAGE,polygon,8
196866,Image safari annotation time estimation,3643673,stem,mask,319
196866,Image safari annotation time estimation,3643669,leaf,mask,1920
196866,Image safari annotation time estimation,3643671,grain,polygon,25
196866,Image safari annotation time estimation,3643673,stem,polygon,95
196866,Image safari annotation time estimation,3643669,leaf,polygon,281
196866,Image safari annotation time estimation,3643671,grain,mask,22
196866,Image safari annotation time estimation,3643672,flower,mask,91
196866,Image safari annotation time estimation,3648613,residue,mask,18
196866,Image safari annotation time estimation,3643672,flower,polygon,18
196866,Image safari annotation time estimation,3648613,residue,polygon,2
196866,Image safari annotation time estimation,3643670,pod,mask,30
193478,Image safari demo project 1,3567945,foreground crop,polygon,23
193478,Image safari demo project 1,3567945,foreground crop,mask,259
